title,series,author,rating,pages,publishDate,numRatings,category
The Thousandfold Thought,The Prince of Nothing #3,R. Scott Bakker,3.93,560,2007-01-30,10262,The Adjective Noun
Owlflight,Valdemar: Owl Mage Trilogy #1,"Mercedes Lackey, Larry Dixon",3.99,342,1998-10-01,10261,One Word
In Search of the Castaways; or the Children of Captain Grant,Extraordinary Voyages #5,Jules Verne,4.09,432,2006-11-03,10247,Blank of Blank
The Last Hope,Warriors: Omen of the Stars #6,Erin Hunter,4.57,329,2012-04-03,10243,The Adjective Noun
City of Dark Magic,City of Dark Magic #1,Magnus Flyte (Goodreads Author),3.48,464,2012-11-27,10237,Blank of Blank
Witches' Brew,Magic Kingdom of Landover #5,Terry Brooks (Goodreads Author),3.90,304,2004-03-04,10228,None
Leo the Late Bloomer,N/A,"Robert Kraus, José Aruego (Illustrator)",4.17,32,1994-04-19,10227,None
Stealing Phoenix,Benedict-Savant #2,Joss Stirling (Goodreads Author),4.25,264,2011-09-01,10222,None
Stung,Stung #1,Bethany Wiggins (Goodreads Author),4.01,304,2013-04-02,10219,One Word
Of Beast and Beauty,N/A,Stacey Jay (Goodreads Author),3.91,391,2013-07-23,10215,Blank of Blank
Freedom's Landing,Catteni #1,Anne McCaffrey,3.95,324,1996-06-01,10214,None
The Cyberiad,N/A,"Stanisław Lem, Michael Kandel (Translator), Daniel Mróz (Illustrator)",4.18,295,2002-12-16,10201,The One Word
Stonehenge,N/A,Bernard Cornwell (Goodreads Author),3.65,578,2004-12-14,10199,One Word
The Quest Begins,Seekers #1,Erin Hunter,3.90,320,2008-05-27,10197,The Adjective Noun
Proxy,Proxy #1,"Alex London, C. Alexander London (Pseudonym)",3.88,384,2013-06-18,10182,One Word
Riddle-Master,Riddle-Master #1-3,Patricia A. McKillip,4.22,578,1999-03-01,10178,One Word
Holy Smokes,Aisling Grey #4,Katie MacAlister (Goodreads Author),4.13,341,2007-11-06,10178,None
This Immortal,N/A,Roger Zelazny,3.93,216,1905-06-11,10160,None
The Fall of the Hotel Dumort,The Bane Chronicles #7,"Cassandra Clare (Goodreads Author), Maureen Johnson (Goodreads Author)",3.89,40,2013-10-15,10159,Blank of Blank
Naamah's Curse,Naamah Trilogy #2,Jacqueline Carey (Goodreads Author),4.13,576,2010-06-24,10153,None
Traitor's Moon,Nightrunner #3,Lynn Flewelling (Goodreads Author),4.12,540,1999-07-06,10149,None
Forbidden,The Demon Trappers #2,Jana Oliver (Goodreads Author),4.17,418,2011-08-05,10148,One Word
Blacksad,Blacksad #1-3,"Juan Díaz Canales, Juanjo Guarnido, Anthya Flores (Translator), Patricia Rivera (Translator)",4.32,176,2010-06-22,10145,One Word
Savage Urges,The Phoenix Pack #5,Suzanne Wright (Goodreads Author),4.25,318,2016-05-03,10144,None
"Sin City: Una Dura Despedida, #1 de 3",Sin City de Gárgola #1,Frank Miller,4.18,64,2004-12-28,10143,None
Zoo City,N/A,Lauren Beukes (Goodreads Author),3.64,416,2010-04-29,10140,None
Strata,N/A,Terry Pratchett,3.50,285,1988-04-22,10139,One Word
Last Dragon Standing,Dragon Kin #4,G.A. Aiken,4.23,468,2010-09-07,10138,None
The Iron Butterfly,Iron Butterfly #1,Chanda Hahn (Goodreads Author),4.20,265,2012-02-20,10135,The Adjective Noun
Shadows,Ashes Trilogy #2,Ilsa J. Bick (Goodreads Author),3.78,518,2012-09-25,10122,One Word
Poison,N/A,Bridget Zinn,3.93,280,2013-03-12,10120,One Word
Cast in Courtlight,Chronicles of Elantra #2,Michelle Sagara,4.11,488,2006-07-18,10115,None
"Yu-Gi-Oh!, Vol. 1: The Millenium Puzzle",Yu-Gi-Oh! (Original Numbering) #1,Kazuki Takahashi,4.09,200,2003-05-07,10114,None
"Bleach, Volume 07",Bleach #7,Tite Kubo,4.36,200,2005-05-31,10113,None
Goddess of the Sea,Goddess Summoning #1,P.C. Cast (Goodreads Author),3.87,368,2003-10-07,10109,Blank of Blank
Death's Excellent Vacation,Aisling Grey #4.5 - The Perils of Effrijim,"Charlaine Harris (Goodreads Author) (Editor), Toni L.P. Kelner (Editor), Katie MacAlister (Goodreads Author) (Contributor), Jeaniene Frost (Goodreads Author) (Contributor), Lilith Saintcrow (Goodreads Author) (Contributor), Jeff Abbott (Goodreads Author) (Contributor), L.A. Banks (Contributor), Christopher Golden (Goodreads Author) (Contributor), more…",3.71,339,2010-08-03,10106,None
Hemlock,Hemlock #1,Kathleen Peacock (Goodreads Author),3.89,404,2012-05-08,10098,One Word
Grace and Fury,Grace and Fury #1,Tracy Banghart (Goodreads Author),3.83,320,2018-07-31,10097,Blank and Blank
The Wheel of Time: Boxed Set,The Wheel of Time #1-8,Robert Jordan,4.39,,"Mo Intereing World3,055 books — 2,474 voterse Be Omnibuses a Box Sets474 books — 1,604 voters",10093,Blank of Blank
The Witch Hunter,The Witch Hunter #1,Virginia Boecker (Goodreads Author),3.81,362,2015-06-02,10092,The Adjective Noun
Dr. Seuss's Sleep Book,N/A,Dr. Seuss,4.17,58,2012-07-24,10092,None
Before Midnight (Once Upon a Time),N/A,Cameron Dokey,3.86,193,2010-11-30,10089,None
The Storybook of Legends,Ever After High #1,Shannon Hale (Goodreads Author),4.07,305,2013-10-08,10089,Blank of Blank
Unholy Magic,Downside Ghosts #2,Stacia Kane (Goodreads Author),4.07,343,2010-07-06,10086,None
Der Sandmann,N/A,E.T.A. Hoffmann,3.71,83,1905-06-08,10085,None
Heat Stroke,Weather Warden #2,Rachel Caine (Goodreads Author),3.84,335,2004-08-03,10084,None
Smiley,New Species #13,Laurann Dohner,4.25,303,2014-10-28,10082,One Word
Reaver,Lords of Deliverance #5,Larissa Ione (Goodreads Author),4.42,383,2013-12-17,10081,One Word
Ruins,Pathfinder #2,Orson Scott Card,3.89,531,2012-10-30,10073,One Word
Sword in the Storm,The Rigante #1,David Gemmell,4.27,439,2001-01-30,10072,None
The Singer of All Songs,The Chanters of Tremaris #1,Kate Constable,3.90,320,2005-03-01,10072,Blank of Blank
Timeless,Timeless #1,Alexandra Monir (Goodreads Author),3.84,280,2011-01-11,10068,One Word
Bewitching,Kendra Chronicles #2,Alex Flinn (Goodreads Author),3.94,336,2012-02-14,10067,One Word
"Batman & Robin, Vol. 2: Batman vs. Robin",Batman & Robin (2009) #2,"Grant Morrison (Writer), Cameron Stewart (Goodreads Author) (Artist), Andy Clarke (Penciler), Scott Hanna (Inker), Dustin Nguyen (Artist)",4.13,168,2010-11-09,10064,None
Crosstalk,N/A,Connie Willis,3.52,480,2016-09-20,10064,One Word
The Black Book of Buried Secrets,The 39 Clues,"Mallory Kass, Rick Riordan (Goodreads Author) (Introduction)",4.13,189,2010-10-26,10064,Blank of Blank
A Darkling Plain,Mortal Engines Quartet #4,Philip Reeve (Goodreads Author),4.20,533,2007-02-05,10057,None
Blood of Tyrants,Temeraire #8,Naomi Novik (Goodreads Author),3.97,432,2013-08-13,10057,Blank of Blank
Nice Girls Don't Bite Their Neighbors,Jane Jameson #4,Molly Harper (Goodreads Author),4.22,337,2012-02-28,10053,None
Matefinder,Matefinder #1,Leia Stone (Goodreads Author),3.85,296,2014-12-24,10049,One Word
An Unkindness of Ghosts,N/A,Rivers Solomon (Goodreads Author),4.01,351,2017-10-03,10046,Blank of Blank
Seer of Sevenwaters,Sevenwaters #5,Juliet Marillier (Goodreads Author),4.05,432,2010-12-07,10045,Blank of Blank
"Batman, Volume 4: Zero Year: Secret City",Batman (2011) #4,"Scott Snyder (Goodreads Author) (Writer), Greg Capullo (Illustrations)",4.09,176,2014-05-07,10041,None
Personal Demons,Personal Demons #1,Lisa Desrochers (Goodreads Author),3.66,365,2010-09-14,10040,None
The Song Rising,The Bone Season #3,Samantha Shannon (Goodreads Author),4.16,363,2017-03-07,10028,The Adjective Noun
The Drowned Cities,Ship Breaker #2,Paolo Bacigalupi (Goodreads Author),3.90,437,2012-05-01,10025,The Adjective Noun
The Empire of Gold,The Daevabad Trilogy #3,S.A. Chakraborty (Goodreads Author),4.55,766,2020-06-11,10024,Blank of Blank
The Demon's Lexicon,The Demon's Lexicon #1,Sarah Rees Brennan (Goodreads Author),3.73,336,2009-06-02,10021,The Adjective Noun
Hellblazer: Dangerous Habits,Hellblazer (1988) #6,"Garth Ennis, William Simpson (Illustrator), Mark Pennington (Illustrator), Tom Sutton (Illustrator), Malcolm Jones III (Illustrator)",4.29,160,1994-03-01,10021,None
The Soulforge,Dragonlance Universe,Margaret Weis (Goodreads Author),4.16,408,1999-01-01,10018,The One Word
The Siege,Guardians of Ga'Hoole #4,Kathryn Lasky,4.10,203,2004-05-01,10018,The One Word
Sabine's Notebook,Griffin & Sabine #2,Nick Bantock,4.19,48,1992-09-01,10013,None
The Underneath,N/A,"Kathi Appelt (Goodreads Author), David Small (Illustrator)",3.95,313,2008-05-06,10005,The One Word
Helen of Troy,N/A,Margaret George (Goodreads Author),3.93,611,2006-08-03,10005,Blank of Blank
Piranesi,N/A,Susanna Clarke,4.40,245,2020-09-15,10004,One Word
Last Stand of Dead Men,Skulduggery Pleasant #8,Derek Landy,4.60,604,2013-08-29,10001,Blank of Blank
"Dawn of the Arcana, Vol. 01",Dawn of the Arcana #1,Rei Toma,4.16,192,2011-12-06,9992,Blank of Blank
Darkness of Light,Darkness #1,Stacey Marie Brown (Goodreads Author),3.98,380,2013-02-13,9989,Blank of Blank
O Conto da Ilha Desconhecida,N/A,José Saramago,3.90,45,2022-10-12,9987,None
The Calling,Wicca #7,Cate Tiernan,4.16,189,2001-10-29,9985,The One Word
"Little, Big",N/A,John Crowley,3.82,538,2006-10-17,9976,None
Sign of the Moon,Warriors: Omen of the Stars #4,Erin Hunter,4.37,352,2011-04-05,9969,Blank of Blank
"Nausicaä of the Valley of the Wind, Vol. 1",Nausicaä of the Valley of the Wind #1,"Hayao Miyazaki (Scriptwriter/Illustrator), David Lewis (Translator), Toren Smith (Translator), Kaori Inoue (Translator), Joe Yamazaki (Translator)",4.47,130,2004-03-10,9968,Blank of Blank
The Cobra King of Kathmandu,Children of the Lamp #3,P.B. Kerr,3.87,384,2007-02-01,9967,Blank of Blank
Meridon,Wideacre #3,Philippa Gregory (Goodreads Author),3.69,569,2003-07-02,9963,One Word
The Ships of Earth,Homecoming Saga #3,Orson Scott Card,3.55,351,1995-01-15,9962,Blank of Blank
Be Careful What You Wish For...,Goosebumps #12,R.L. Stine (Goodreads Author),3.67,144,2005-02-01,9961,None
The Speed of Dark,N/A,Elizabeth Moon,4.00,369,2005-06-28,9957,Blank of Blank
Archangel,Samaria #1,Sharon Shinn,4.04,400,1997-04-01,9955,One Word
Shattered Mirror,Den of Shadows #3,Amelia Atwater-Rhodes (Goodreads Author),4.03,240,2003-07-08,9955,None
Firesong,The Wind on Fire Trilogy #3,William Nicholson,4.03,341,2001-02-29,9954,One Word
Mate Set,Mating Heat #1,Laurann Dohner,3.86,179,2010-09-03,9953,None
"Bleach, Volume 06",Bleach #6,Tite Kubo,4.37,200,2005-04-05,9952,None
Island of Fire,Unwanteds #3,Lisa McMann (Goodreads Author),4.42,464,2013-09-03,9946,Blank of Blank
"The Dark Tower Series Collection: The Gunslinger, The Drawing of the Three, The Waste Lands, Wizard and Glass, Wolves of the Calla, Song of Susannah, The Dark Tower",The Dark Tower #1-7,Stephen King (Goodreads Author),4.61,3914,2011-07-22,9945,Blank of Blank
Dearest Ivie,Black Dagger Brotherhood #15.5,J.R. Ward (Goodreads Author),4.35,157,2018-03-13,9944,None
The Hollow Kingdom,The Hollow Kingdom Trilogy #1,Clare B. Dunkle,4.08,230,2006-09-19,9933,The Adjective Noun
Where's My Cow?,Discworld #34.5,"Terry Pratchett, Melvyn Grant (Illustrator)",4.12,32,2005-10-01,9931,None
Callahan's Crosstime Saloon,Callahan's #1,Spider Robinson,4.17,224,1999-12-15,9931,None
The Ringworld Throne,Ringworld #3,Larry Niven,3.54,368,1997-03-30,9930,The Adjective Noun
Star Wars: Jedi Academy,Jedi Academy #1,Jeffrey Brown (Goodreads Author),4.22,160,2013-08-27,9922,None
"Fables: The Deluxe Edition, Book One",Fables: The Deluxe Edition #1,"Bill Willingham (Goodreads Author) (Writer), David Lapham (Illustrator), Lan Medina (Artist), Mark Buckingham (Artist), Inaki Miranda (Illustrator), Steve Leialoha (Artist), Shawn McManus (Illustrator), Craig Hamilton (Artist), more…",4.30,264,2009-10-06,9921,None
Legacy,Night School #2,C.J. Daugherty (Goodreads Author),4.12,385,2013-01-03,9919,One Word
The Machine Stops,N/A,E.M. Forster,4.07,48,2008-04-25,9916,The Adjective Noun
The Fire Rose,Elemental Masters #0,Mercedes Lackey,3.96,433,1996-11-01,9916,The Adjective Noun
Unraveled,Intertwined #2,Gena Showalter (Goodreads Author),4.05,572,2010-08-31,9915,One Word
The Girl in the Clockwork Collar,Steampunk Chronicles #2,Kady Cross (Goodreads Author),3.97,416,2012-05-22,9911,None
Skybowl,Dragon Star #3,Melanie Rawn,4.09,,1905-06-17,9908,One Word
The Hourglass Door,Hourglass Door #1,Lisa Mangum (Goodreads Author),3.83,400,2009-05-13,9893,The Adjective Noun
Touch,N/A,Claire North,3.81,426,2015-02-24,9893,One Word
Nightlight: A Parody,Lampoon Parodies,The Harvard Lampoon,3.07,154,2009-11-03,9890,None
Camp Half-Blood Confidential,The Trials of Apollo #2.5,"Rick Riordan (Goodreads Author), Jesse Bernstein (Goodreads Author) (Narrator)",4.19,,"What We've Read So Far in 20177,286 books — 1,066 votersAugust 2017 Book Releases46 books — 17 voters",9887,None
Blood Price,Vicki Nelson #1,Tanya Huff,3.74,336,2004-10-07,9882,None
Wicked 2: Legacy & Spellbound,Wicked #3-4,"Nancy Holder (Goodreads Author), Debbie Viguié (Goodreads Author)",3.88,655,2003-10-02,9879,None
How to Cheat a Dragon's Curse,How to Train Your Dragon #4,Cressida Cowell,4.22,241,2007-04-01,9871,None
Acorna: The Unicorn Girl,Acorna #1,"Anne McCaffrey, Margaret Ball (Goodreads Author), John Ennis (illustrator)",3.67,400,2000-06-01,9869,None
Heir Apparent,Rasmussem Corporation #2,Vivian Vande Velde,4.10,352,2004-06-01,9867,None
The River King,N/A,Alice Hoffman (Goodreads Author),3.71,344,2022-07-01,9862,The Adjective Noun
Murder Game,GhostWalkers #7,Christine Feehan (Goodreads Author),4.34,446,2009-01-01,9862,None
Kruistocht in spijkerbroek,N/A,Thea Beckman,4.03,363,1905-05-27,9860,None
The Power,Titan #2,Jennifer L. Armentrout (Goodreads Author),4.32,344,2016-02-23,9860,The One Word
The Scent of Shadows,Signs of the Zodiac #1,Vicki Pettersson (Goodreads Author),3.51,464,2007-02-27,9859,Blank of Blank
Ember,Death Collectors #1,Jessica Sorensen (Goodreads Author),3.90,337,2012-10-11,9855,One Word
"Akira, Vol. 2",Akira: 6 Volumes #2,"Katsuhiro Otomo, Yoko Umezawa (Translator), Linda M. York (Translator), Jo Duffy (Translator)",4.45,301,2001-04-03,9852,None
"Captain America: Winter Soldier, Volume 1",Captain America (2004) (Collected Editions) #1,"Ed Brubaker (Writer), Michael Lark (Artist), Steve Epting (Artist), John Paul Leon (Artist), Frank D'Armata (Colourist), Randy Gentile (Letterer)",4.16,168,2006-07-19,9852,None
Darklight,Wondrous Strange #2,Lesley Livingston (Goodreads Author),3.92,310,2009-12-22,9849,One Word
Candidate,The Black Mage #3,Rachel E. Carter (Goodreads Author),4.10,326,2015-10-26,9845,One Word
Dragon Harper,Pern #20,"Anne McCaffrey, Todd McCaffrey (Goodreads Author)",4.07,304,2007-12-26,9843,None
Robot Dreams,Robot #0.4,"Isaac Asimov, Ralph McQuarrie (Illustrator)",4.16,352,2004-06-01,9843,None
Defy the Stars,Constellation #1,Claudia Gray (Goodreads Author),4.03,432,2017-04-06,9839,None
Dinner with a Vampire,The Dark Heroine #1,Abigail Gibbs (Goodreads Author),3.76,549,2012-10-11,9838,None
Loamhedge,Redwall #16,Brian Jacques,3.93,432,2005-09-08,9829,One Word
Man from Mundania,Xanth #12,Piers Anthony,3.72,344,2000-12-15,9825,None
War with the Newts,N/A,"Karel Čapek, Ewald Osers (Translator), Δημοσθένης Κούρτοβικ (Translator)",4.17,241,1990-02-01,9819,None
Dorsai!,Childe Cycle #1,Gordon R. Dickson,4.03,280,1993-03-15,9815,One Word
Time and Time Again,N/A,Ben Elton,4.05,386,2014-12-16,9807,Blank and Blank
Rakkety Tam,Redwall #17,Brian Jacques,4.14,384,2006-09-21,9805,None
The Seven Songs of Merlin,Merlin #2,T.A. Barron (Goodreads Author),4.11,304,2000-02-01,9805,Blank of Blank
The Enchanted Forest Chronicles,Enchanted Forest Chronicles #1-4,Patricia C. Wrede (Goodreads Author),4.48,1056,2003-07-01,9801,None
The Complete Works of Edgar Allan Poe,N/A,Edgar Allan Poe,4.50,236,2010-08-03,9798,Blank of Blank
Dark Wolf,Dark #22,Christine Feehan (Goodreads Author),4.40,432,2014-01-07,9792,None
Elvenblood,Halfblood Chronicles #2,"Andre Norton, Mercedes Lackey",3.98,352,2012-10-30,9792,One Word
Silver Is for Secrets,Blue is for Nightmares #3,Laurie Faria Stolarz (Goodreads Author),4.08,277,2005-02-08,9789,None
The Burning,Guardians of Ga'Hoole #6,"Kathryn Lasky, Richard Cowdrey (Illustrator)",4.08,224,2004-11-01,9789,The One Word
Kiss of Fire,Imdalind #1,Rebecca Ethington (Goodreads Author),4.09,354,2012-10-30,9789,Blank of Blank
Secondhand Spirits,A Witchcraft Mystery #1,Juliet Blackwell (Goodreads Author),3.89,313,2009-07-07,9787,None
Vale of the Vole,Xanth #10,Piers Anthony,3.61,304,2000-03-15,9786,Blank of Blank
The Serpent's Shadow,Elemental Masters #1,Mercedes Lackey,4.00,394,2002-03-05,9783,The Adjective Noun
The Intuitionist,N/A,Colson Whitehead (Goodreads Author),3.67,255,1999-01-04,9782,The One Word
Brightly Burning,Valdemar (Chronological) #18,Mercedes Lackey,4.08,,2002-08-08,9782,None
The Great God Pan,N/A,Arthur Machen,3.73,84,2005-04-12,9767,None
"Claymore, Vol. 1: Silver-eyed Slayer",クレイモア / Claymore #1,Norihiro Yagi,4.07,187,2006-04-04,9742,None
Endless,The Violet Eden Chapters #4,Jessica Shirvington (Goodreads Author),4.52,446,2012-08-28,9739,One Word
War for the Oaks,N/A,Emma Bull (Goodreads Author),4.01,336,2004-11-01,9739,None
"Gun, With Occasional Music",N/A,Jonathan Lethem,3.77,271,2003-09-01,9727,None
The Book of Deacon,The Book of Deacon #1,Joseph R. Lallo (Goodreads Author),3.85,323,2010-01-28,9727,Blank of Blank
The Science of Discworld,Science of Discworld #1,"Terry Pratchett, Ian Stewart, Jack Cohen",3.93,416,2002-05-02,9727,Blank of Blank
The Captive,The Secret Circle #2,L.J. Smith (Goodreads Author),3.90,320,1992-10-15,9718,The One Word
Immortal Ever After,Argeneau #18,Lynsay Sands (Goodreads Author),4.26,358,2013-02-26,9718,None
Ysabel,N/A,Guy Gavriel Kay (Goodreads Author),3.62,432,2008-02-05,9717,One Word
All the Lovely Bad Ones,N/A,Mary Downing Hahn (Goodreads Author),4.02,182,2008-03-18,9714,None
Brightness Reef,Uplift Storm Trilogy #1,David Brin (Goodreads Author),3.90,661,1996-10-01,9712,None
Sin noticias de Gurb,N/A,Eduardo Mendoza,3.74,144,2001-01-19,9711,None
Scent of Darkness,Darkness Chosen #1,Christina Dodd (Goodreads Author),3.97,392,2007-07-03,9703,Blank of Blank
Demon Apocalypse,The Demonata #6,Darren Shan (Goodreads Author),4.25,200,2008-05-01,9699,None
The Haunting of Sunshine Girl,The Haunting of Sunshine Girl #1,"Paige McKenzie (Goodreads Author), Alyssa B. Sheinmel (Goodreads Author) (With)",3.90,296,2015-03-24,9695,Blank of Blank
Immortal Reign,Falling Kingdoms #6,Morgan Rhodes (Goodreads Author),4.17,391,2018-02-06,9693,None
The Splendour Falls,N/A,Susanna Kearsley (Goodreads Author),3.73,380,1996-04-01,9692,The Adjective Noun
Dissolution,Forgotten Realms,Richard Lee Byers (Goodreads Author),4.14,372,2003-08-01,9687,One Word
King of Sword and Sky,Tairen Soul #3,C.L. Wilson (Goodreads Author),4.29,472,2008-09-01,9683,Blank of Blank
Bagombo Snuff Box,N/A,Kurt Vonnegut Jr.,3.73,295,1905-06-22,9681,None
Jurassic Park / The Lost World,Jurassic Park #1-2,Michael Crichton,4.22,811,2011-01-09,9680,None
Firelight,Amulet #7,Kazu Kibuishi (Goodreads Author),4.42,199,2016-02-23,9679,One Word
"Sir Gawain and the Green Knight, Pearl, and Sir Orfeo",N/A,"Unknown, J.R.R. Tolkien (Translator), Christopher Tolkien (Editor)",3.97,158,1905-06-17,9678,Blank and Blank
The Forgotten Warrior,Warriors: Omen of the Stars #5,Erin Hunter,4.47,368,2011-11-22,9676,The Adjective Noun
The Transition of H. P. Lovecraft: The Road to Madness,N/A,"H.P. Lovecraft, Barbara Hambly (Goodreads Author) (introduction)",4.30,379,1996-10-01,9669,Blank of Blank
Faerie Tale,N/A,Raymond E. Feist,3.88,490,1989-11-15,9666,None
From Bad to Cursed,Bad Girls Don't Die #2,Katie Alender (Goodreads Author),4.19,442,2011-06-14,9661,None
The Epilogue,The Selection #3.1,Kiera Cass (Goodreads Author),4.29,11,1905-07-06,9661,The One Word
On the Edge of the Dark Sea of Darkness,The Wingfeather Saga #1,Andrew Peterson (Goodreads Author),4.30,290,2008-03-18,9656,Blank of Blank
Hater,Hater #1,David Moody (Goodreads Author),3.65,244,2006-07-17,9651,One Word
